Name,X,Y,Name,X,Y,Name,X,Y
Sol. T1 S-SWCNTs Converted,1654.40625,1377.83333333333,Sol.T4 S-SWCNTs Converted,1654.40625,1376.83333333333,Sol.T4P S-SWCNTs Converted,1654.40625,451.044448852539
Sol. T1 S-SWCNTs Converted,1653.9609375,1368.77777099609,Sol.T4 S-SWCNTs Converted,1653.9609375,1370.04998779297,Sol.T4P S-SWCNTs Converted,1653.9609375,450.15000406901
Sol. T1 S-SWCNTs Converted,1653.515625,1378.30002848307,Sol.T4 S-SWCNTs Converted,1653.515625,1370.04998779297,Sol.T4P S-SWCNTs Converted,1653.515625,449.744450887044
Sol. T1 S-SWCNTs Converted,1653.07421875,1370.47778320313,Sol.T4 S-SWCNTs Converted,1653.07421875,1360.91664632161,Sol.T4P S-SWCNTs Converted,1653.07421875,449.249994913737
Sol. T1 S-SWCNTs Converted,1652.630859375,1379.31109619141,Sol.T4 S-SWCNTs Converted,1652.630859375,1379.41666666667,Sol.T4P S-SWCNTs Converted,1652.630859375,454.311111450195
Sol. T1 S-SWCNTs Converted,1652.1875,1372.33335367839,Sol.T4 S-SWCNTs Converted,1652.1875,1366.95001220703,Sol.T4P S-SWCNTs Converted,1652.1875,448.377777099609
Sol. T1 S-SWCNTs Converted,1651.744140625,1383.87776692708,Sol.T4 S-SWCNTs Converted,1651.744140625,1379.01668294271,Sol.T4P S-SWCNTs Converted,1651.744140625,453.066670735677
Sol. T1 S-SWCNTs Converted,1651.298828125,1383.86665852865,Sol.T4 S-SWCNTs Converted,1651.298828125,1382.38334147135,Sol.T4P S-SWCNTs Converted,1651.298828125,453.433329264323
Sol. T1 S-SWCNTs Converted,1650.85546875,1374.8666788737,Sol.T4 S-SWCNTs Converted,1650.85546875,1370.68332926432,Sol.T4P S-SWCNTs Converted,1650.85546875,451.34999593099
Sol. T1 S-SWCNTs Converted,1650.41015625,1383.24446614583,Sol.T4 S-SWCNTs Converted,1650.41015625,1376.33333333333,Sol.T4P S-SWCNTs Converted,1650.41015625,453.850001017253
Sol. T1 S-SWCNTs Converted,1649.966796875,1383.53334554036,Sol.T4 S-SWCNTs Converted,1649.966796875,1384.38334147135,Sol.T4P S-SWCNTs Converted,1649.966796875,454.805552164714
Sol. T1 S-SWCNTs Converted,1649.5234375,1384.56665039063,Sol.T4 S-SWCNTs Converted,1649.5234375,1377.81665039063,Sol.T4P S-SWCNTs Converted,1649.5234375,454.927780151367
Sol. T1 S-SWCNTs Converted,1649.080078125,1391.26668294271,Sol.T4 S-SWCNTs Converted,1649.080078125,1381.4833577474,Sol.T4P S-SWCNTs Converted,1649.080078125,455.83332824707
