Name,X,Y,Name,X,Y,Name,X,Y,Name,X,Y
Film T1 S-SWCNTs,475.677734375,0.0165571089146963,Film T1 S-SWCNTs Converted,476,0.0240370718975404,Film T2 S-SWCNTs,475.677734375,0.0102328892672816,Film T2 S-SWCNTs Converted,476.61328125,0.0320210532280107
Film T1 S-SWCNTs,475.2578125,0.0103509087262446,Film T1 S-SWCNTs Converted,475.580078125,0.0288981162226705,Film T2 S-SWCNTs,475.2578125,0.00810229143583979,Film T2 S-SWCNTs Converted,476.19140625,0.0257552938141024
Film T1 S-SWCNTs,474.837890625,0.01224008792479,Film T1 S-SWCNTs Converted,475.162109375,0.0184024701314525,Film T2 S-SWCNTs,474.837890625,0.0109309756612648,Film T2 S-SWCNTs Converted,475.775390625,0.0379032240632569
Film T1 S-SWCNTs,474.41796875,0.0140767090478891,Film T1 S-SWCNTs Converted,474.7421875,0.0241902180894283,Film T2 S-SWCNTs,474.41796875,0.00982199619312364,Film T2 S-SWCNTs Converted,475.353515625,0.0335156585239264
Film T1 S-SWCNTs,473.998046875,0.0140553984537076,Film T1 S-SWCNTs Converted,474.3203125,0.0187292485914812,Film T2 S-SWCNTs,473.998046875,0.00877189678436888,Film T2 S-SWCNTs Converted,474.93359375,0.0352485935077586
Film T1 S-SWCNTs,473.578125,0.0124548970140884,Film T1 S-SWCNTs Converted,473.904296875,0.0189147663215778,Film T2 S-SWCNTs,473.578125,0.0100640642784201,Film T2 S-SWCNTs Converted,474.515625,0.0405826332098884
Film T1 S-SWCNTs,473.158203125,0.0144994662107648,Film T1 S-SWCNTs Converted,473.48046875,0.0224526204565377,Film T2 S-SWCNTs,473.158203125,0.00975294270671563,Film T2 S-SWCNTs Converted,474.095703125,0.0369389806300514
Film T1 S-SWCNTs,472.73828125,0.0154504477196124,Film T1 S-SWCNTs Converted,473.0625,0.0224623463717092,Film T2 S-SWCNTs,472.73828125,0.0102579850494972,Film T2 S-SWCNTs Converted,473.67578125,0.0402507290404435
Film T1 S-SWCNTs,472.31640625,0.0144932636356488,Film T1 S-SWCNTs Converted,472.642578125,0.0259105875741295,Film T2 S-SWCNTs,472.31640625,0.0109572030132277,Film T2 S-SWCNTs Converted,473.2578125,0.0338981319364148
Film T1 S-SWCNTs,471.8984375,0.0142129478927123,Film T1 S-SWCNTs Converted,472.22265625,0.018870506169959,Film T2 S-SWCNTs,471.8984375,0.00968531603236924,Film T2 S-SWCNTs Converted,472.8359375,0.0428305441741943
Film T1 S-SWCNTs,471.478515625,0.0168982374196676,Film T1 S-SWCNTs Converted,471.802734375,0.00804463858754888,Film T2 S-SWCNTs,471.478515625,0.0107535653899497,Film T2 S-SWCNTs Converted,472.41796875,0.0412128315126122
Film T1 S-SWCNTs,471.05859375,0.0135321869847099,Film T1 S-SWCNTs Converted,471.3828125,0.0273088139863426,Film T2 S-SWCNTs,471.05859375,0.00920101101421215,Film T2 S-SWCNTs Converted,471.998046875,0.0341764165096576
Film T1 S-SWCNTs,470.638671875,0.0138943924921667,Film T1 S-SWCNTs Converted,470.962890625,0.0239293513924557,Film T2 S-SWCNTs,470.638671875,0.0088524803720837,Film T2 S-SWCNTs Converted,471.576171875,0.0422193316188813
Film T1 S-SWCNTs,470.216796875,0.0147420509639636,Film T1 S-SWCNTs Converted,470.541015625,0.0295346086561353,Film T2 S-SWCNTs,470.216796875,0.0114536795573905,Film T2 S-SWCNTs Converted,471.158203125,0.0315907995867008
Film T1 S-SWCNTs,469.798828125,0.0138047798959205,Film T1 S-SWCNTs Converted,470.12109375,0.0234275180320117,Film T2 S-SWCNTs,469.798828125,0.00954338795300942,Film T2 S-SWCNTs Converted,470.736328125,0.0424399433645447
Film T1 S-SWCNTs,469.37890625,0.01302408540295,Film T1 S-SWCNTs Converted,469.703125,0.0259061606872128,Film T2 S-SWCNTs,469.37890625,0.0104271396869667,Film T2 S-SWCNTs Converted,470.31640625,0.0385629595520684
Film T1 S-SWCNTs,468.95703125,0.0155696547217971,Film T1 S-SWCNTs Converted,469.283203125,0.0245999368045345,Film T2 S-SWCNTs,468.95703125,0.0102246816441912,Film T2 S-SWCNTs Converted,469.896484375,0.0284359259219777
Film T1 S-SWCNTs,468.5390625,0.0128843929755696,Film T1 S-SWCNTs Converted,468.861328125,0.0227669689638452,Film T2 S-SWCNTs,468.5390625,0.00741445449855807,Film T2 S-SWCNTs Converted,469.4765625,0.0470586197592081
Film T1 S-SWCNTs,468.119140625,0.0137326320842965,Film T1 S-SWCNTs Converted,468.443359375,0.0222544120006602,Film T2 S-SWCNTs,468.119140625,0.0101693548324978,Film T2 S-SWCNTs Converted,469.05859375,0.0344743530336724
Film T1 S-SWCNTs,467.69921875,0.010980000919686,Film T1 S-SWCNTs Converted,468.021484375,0.0230626499088296,Film T2 S-SWCNTs,467.69921875,0.0109657099397427,Film T2 S-SWCNTs Converted,468.63671875,0.0307526960120032
Film T1 S-SWCNTs,467.27734375,0.0128846801440866,Film T1 S-SWCNTs Converted,467.603515625,0.0255856049419239,Film T2 S-SWCNTs,467.27734375,0.0106379133173596,Film T2 S-SWCNTs Converted,468.216796875,0.0465137656636993
Film T1 S-SWCNTs,466.857421875,0.0143215826646572,Film T1 S-SWCNTs Converted,467.18359375,0.0190509649056713,Film T2 S-SWCNTs,466.857421875,0.00993254072336198,Film T2 S-SWCNTs Converted,467.798828125,0.0405296154842734
Film T1 S-SWCNTs,466.435546875,0.0128861412052475,Film T1 S-SWCNTs Converted,466.76171875,0.0195531637868582,Film T2 S-SWCNTs,466.435546875,0.00903384741335287,Film T2 S-SWCNTs Converted,467.375,0.0410898347915832
Film T1 S-SWCNTs,466.015625,0.0132331718184831,Film T1 S-SWCNTs Converted,466.33984375,0.020451247759624,Film T2 S-SWCNTs,466.015625,0.00923965677715054,Film T2 S-SWCNTs Converted,466.95703125,0.0438621625682879
