Name,X,Y,Name,X,Y,Name,X,Y,Name,X,Y,Name,X,Y,Name,X,Y
Film T1S (SWCNT),1292.919921875,0.0123369568609627,Film T1S (Converted to DWCNT),1293.0234375,0.0584290322287694,Film T2S (SWCNT),1292.439453125,0.00888708285795486,Film T2S (Converted to DWCNT),1292.1640625,0.0373922893033842,Film T9M (SWCNT),1292.439453125,0.0483931058623416,Film T9M (Converted to DWCNT),1292.818359375,0.0897710771628702
Film T1S (SWCNT),1293.296875,0.0106954524663132,Film T1S (Converted to DWCNT),1293.40234375,0.0572257814153409,Film T2S (SWCNT),1292.818359375,0.00830738808289535,Film T2S (Converted to DWCNT),1292.541015625,0.0393793113735309,Film T9M (SWCNT),1292.818359375,0.0568119022653339,Film T9M (Converted to DWCNT),1293.1953125,0.0803568303812331
Film T1S (SWCNT),1293.671875,0.0120694080123909,Film T1S (Converted to DWCNT),1293.77734375,0.0639202427852182,Film T2S (SWCNT),1293.1953125,0.00732911398985063,Film T2S (Converted to DWCNT),1292.919921875,0.044775270621674,Film T9M (SWCNT),1293.1953125,0.0530882553820488,Film T9M (Converted to DWCNT),1293.5703125,0.0876049612139614
Film T1S (SWCNT),1294.05078125,0.0105791231741897,Film T1S (Converted to DWCNT),1294.15234375,0.0597891778959166,Film T2S (SWCNT),1293.5703125,0.00920024115880872,Film T2S (Converted to DWCNT),1293.296875,0.0424541509342382,Film T9M (SWCNT),1293.5703125,0.053682873749397,Film T9M (Converted to DWCNT),1293.94921875,0.0811567940190535
Film T1S (SWCNT),1294.427734375,0.0116162559688693,Film T1S (Converted to DWCNT),1294.53125,0.049357742545829,Film T2S (SWCNT),1293.94921875,0.00950182623447421,Film T2S (Converted to DWCNT),1293.671875,0.0447419092331642,Film T9M (SWCNT),1293.94921875,0.0606305190724477,Film T9M (Converted to DWCNT),1294.326171875,0.0844486460302662
Film T1S (SWCNT),1294.802734375,0.0106478889444675,Film T1S (Converted to DWCNT),1294.908203125,0.056495722756702,Film T2S (SWCNT),1294.326171875,0.00842663120504879,Film T2S (Converted to DWCNT),1294.05078125,0.0456115057354776,Film T9M (SWCNT),1294.326171875,0.0626998447371634,Film T9M (Converted to DWCNT),1294.703125,0.0834779379238713
Film T1S (SWCNT),1295.181640625,0.0109266796319595,Film T1S (Converted to DWCNT),1295.28515625,0.0634647450616127,Film T2S (SWCNT),1294.703125,0.00818459380424103,Film T2S (Converted to DWCNT),1294.427734375,0.0420889252767713,Film T9M (SWCNT),1294.703125,0.0574496488400047,Film T9M (Converted to DWCNT),1295.080078125,0.101006313449196
Film T1S (SWCNT),1295.55859375,0.012621452380927,Film T1S (Converted to DWCNT),1295.6640625,0.0559593020238766,Film T2S (SWCNT),1295.080078125,0.0104309014153992,Film T2S (Converted to DWCNT),1294.802734375,0.0432310146838618,Film T9M (SWCNT),1295.080078125,0.061653926285247,Film T9M (Converted to DWCNT),1295.45703125,0.0855700594693272
Film T1S (SWCNT),1295.935546875,0.0108098149797226,Film T1S (Converted to DWCNT),1296.041015625,0.0625547454588493,Film T2S (SWCNT),1295.45703125,0.0068062549629332,Film T2S (Converted to DWCNT),1295.181640625,0.0458193431907983,Film T9M (SWCNT),1295.45703125,0.0566055192685855,Film T9M (Converted to DWCNT),1295.833984375,0.0775925587333256
Film T1S (SWCNT),1296.3125,0.0127408639182791,Film T1S (Converted to DWCNT),1296.416015625,0.0616225673313506,Film T2S (SWCNT),1295.833984375,0.0090165598726822,Film T2S (Converted to DWCNT),1295.55859375,0.0487082702622753,Film T9M (SWCNT),1295.833984375,0.0591322858853709,Film T9M (Converted to DWCNT),1296.2109375,0.0970284155235831
Film T1S (SWCNT),1296.69140625,0.0105746994996823,Film T1S (Converted to DWCNT),1296.794921875,0.0584412386693683,Film T2S (SWCNT),1296.2109375,0.00769889499878105,Film T2S (Converted to DWCNT),1295.935546875,0.0417997145824833,Film T9M (SWCNT),1296.2109375,0.0631340942037243,Film T9M (Converted to DWCNT),1296.587890625,0.0878310734742558
Film T1S (SWCNT),1297.06640625,0.0124047968155897,Film T1S (Converted to DWCNT),1297.171875,0.0560769838175814,Film T2S (SWCNT),1296.587890625,0.00849575663788468,Film T2S (Converted to DWCNT),1296.3125,0.0477728689123698,Film T9M (SWCNT),1296.587890625,0.0570157849233303,Film T9M (Converted to DWCNT),1296.96484375,0.0863246139397639
Film T1S (SWCNT),1297.443359375,0.0121607282034267,Film T1S (Converted to DWCNT),1297.546875,0.0619931574311027,Film T2S (SWCNT),1296.96484375,0.00791493367130904,Film T2S (Converted to DWCNT),1296.69140625,0.0428552243977797,Film T9M (SWCNT),1296.96484375,0.0626963611739906,Film T9M (Converted to DWCNT),1297.341796875,0.0911401207175644
Film T1S (SWCNT),1297.8203125,0.0130635704279864,Film T1S (Converted to DWCNT),1297.92578125,0.0606509246757419,Film T2S (SWCNT),1297.341796875,0.0107062880433289,Film T2S (Converted to DWCNT),1297.06640625,0.039711030549457,Film T9M (SWCNT),1297.341796875,0.0632910783150121,Film T9M (Converted to DWCNT),1297.71875,0.093289773593652
Film T1S (SWCNT),1298.19921875,0.0134267681952756,Film T1S (Converted to DWCNT),1298.302734375,0.0603990778043617,Film T2S (SWCNT),1297.71875,0.00871115811958286,Film T2S (Converted to DWCNT),1297.443359375,0.0456580654415262,Film T9M (SWCNT),1297.71875,0.0652593424108987,Film T9M (Converted to DWCNT),1298.09765625,0.0891925469499388
Film T1S (SWCNT),1298.57421875,0.0115460237029392,Film T1S (Converted to DWCNT),1298.677734375,0.0606925382348209,Film T2S (SWCNT),1298.09765625,0.00961708846249993,Film T2S (Converted to DWCNT),1297.8203125,0.0405198538928046,Film T9M (SWCNT),1298.09765625,0.0552205834695428,Film T9M (Converted to DWCNT),1298.47265625,0.109324055459679
Film T1S (SWCNT),1298.951171875,0.0125670317568741,Film T1S (Converted to DWCNT),1299.0546875,0.0632359182848439,Film T2S (SWCNT),1298.47265625,0.00984609341384682,Film T2S (Converted to DWCNT),1298.19921875,0.0437096602564515,Film T9M (SWCNT),1298.47265625,0.0657873304828838,Film T9M (Converted to DWCNT),1298.849609375,0.0889174812315744
Film T1S (SWCNT),1299.330078125,0.0126263967287085,Film T1S (Converted to DWCNT),1299.431640625,0.0636998794751486,Film T2S (SWCNT),1298.849609375,0.00876915301359833,Film T2S (Converted to DWCNT),1298.57421875,0.0466269027799167,Film T9M (SWCNT),1298.849609375,0.0638374585911412,Film T9M (Converted to DWCNT),1299.228515625,0.100670301194895
Film T1S (SWCNT),1299.705078125,0.0126012413283233,Film T1S (Converted to DWCNT),1299.80859375,0.0611972285247469,Film T2S (SWCNT),1299.228515625,0.0093608288038482,Film T2S (Converted to DWCNT),1298.951171875,0.0430710236376711,Film T9M (SWCNT),1299.228515625,0.0665694799722201,Film T9M (Converted to DWCNT),1299.603515625,0.104115025810808
Film T1S (SWCNT),1300.080078125,0.015765963703737,Film T1S (Converted to DWCNT),1300.185546875,0.0636387421972834,Film T2S (SWCNT),1299.603515625,0.00945672181878081,Film T2S (Converted to DWCNT),1299.330078125,0.0470538328464732,Film T9M (SWCNT),1299.603515625,0.0684871600689854,Film T9M (Converted to DWCNT),1299.98046875,0.117242247795757
Film T1S (SWCNT),1300.45703125,0.0120950705413226,Film T1S (Converted to DWCNT),1300.5625,0.0587138658714188,Film T2S (SWCNT),1299.98046875,0.010375097239753,Film T2S (Converted to DWCNT),1299.705078125,0.0460104846942407,Film T9M (SWCNT),1299.98046875,0.0684708756588904,Film T9M (Converted to DWCNT),1300.357421875,0.107576325789197
Film T1S (SWCNT),1300.8359375,0.0142812429138157,Film T1S (Converted to DWCNT),1300.9375,0.0614283140499255,Film T2S (SWCNT),1300.357421875,0.0101323201525307,Film T2S (Converted to DWCNT),1300.080078125,0.0494203660672346,Film T9M (SWCNT),1300.357421875,0.0714580878197212,Film T9M (Converted to DWCNT),1300.734375,0.10797267386746
Film T1S (SWCNT),1301.2109375,0.0149482431087663,Film T1S (Converted to DWCNT),1301.31640625,0.0622327635803095,Film T2S (SWCNT),1300.734375,0.0108210051563108,Film T2S (Converted to DWCNT),1300.45703125,0.0482947443978847,Film T9M (SWCNT),1300.734375,0.0680304708557231,Film T9M (Converted to DWCNT),1301.109375,0.107757767915855
Film T1S (SWCNT),1301.587890625,0.0157166800115505,Film T1S (Converted to DWCNT),1301.693359375,0.0621844240245994,Film T2S (SWCNT),1301.109375,0.0107959417810743,Film T2S (Converted to DWCNT),1300.8359375,0.0428235652558998,Film T9M (SWCNT),1301.109375,0.0748367027722228,Film T9M (Converted to DWCNT),1301.486328125,0.10655198295114
Film T1S (SWCNT),1301.966796875,0.0170593973617003,Film T1S (Converted to DWCNT),1302.068359375,0.0651726316665761,Film T2S (SWCNT),1301.486328125,0.0105772208281476,Film T2S (Converted to DWCNT),1301.2109375,0.0467530355076345,Film T9M (SWCNT),1301.486328125,0.0786397173635907,Film T9M (Converted to DWCNT),1301.86328125,0.125022845724866
Film T1S (SWCNT),1302.341796875,0.0142309064578367,Film T1S (Converted to DWCNT),1302.447265625,0.0640664658470299,Film T2S (SWCNT),1301.86328125,0.0119195434659265,Film T2S (Converted to DWCNT),1301.587890625,0.0556851388883669,Film T9M (SWCNT),1301.86328125,0.071391574231302,Film T9M (Converted to DWCNT),1302.240234375,0.122902441664002
Film T1S (SWCNT),1302.71875,0.0171781181328792,Film T1S (Converted to DWCNT),1302.822265625,0.0668845735090031,Film T2S (SWCNT),1302.240234375,0.00924392220005498,Film T2S (Converted to DWCNT),1301.966796875,0.0558439172003767,Film T9M (SWCNT),1302.240234375,0.0777923533828977,Film T9M (Converted to DWCNT),1302.6171875,0.122840874446531
Film T1S (SWCNT),1303.09765625,0.0146700042901754,Film T1S (Converted to DWCNT),1303.19921875,0.0639352284250476,Film T2S (SWCNT),1302.6171875,0.0109615319688838,Film T2S (Converted to DWCNT),1302.341796875,0.0468440982202501,Film T9M (SWCNT),1302.6171875,0.0816472464075701,Film T9M (Converted to DWCNT),1302.994140625,0.120337637965379
Film T1S (SWCNT),1303.47265625,0.0132762029608083,Film T1S (Converted to DWCNT),1303.578125,0.0633743772870576,Film T2S (SWCNT),1302.994140625,0.011493119366676,Film T2S (Converted to DWCNT),1302.71875,0.0534817275919815,Film T9M (SWCNT),1302.994140625,0.0787780104175793,Film T9M (Converted to DWCNT),1303.37109375,0.109822119311135
Film T1S (SWCNT),1303.849609375,0.0147204153694599,Film T1S (Converted to DWCNT),1303.953125,0.0617211009986322,Film T2S (SWCNT),1303.37109375,0.0115405196194312,Film T2S (Converted to DWCNT),1303.09765625,0.0514797195699135,Film T9M (SWCNT),1303.37109375,0.0811558997358482,Film T9M (Converted to DWCNT),1303.75,0.11830531475285
